CustomerID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,NumSupportCalls,NumProductsUsed,DaysSinceLastContact,AvgMonthlyUsage,ContractMonthsRemaining,Churn
CUST-006412,Male,0,Yes,Yes,27.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,72.48,1949.67,4,4,364,217.6,7,1
CUST-006413,Male,0,Yes,No,12.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.26,361.48,9,4,39,175.6,0,0
CUST-006414,Male,0,No,No,2.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,63.8,131.29,0,1,242,219.2,0,1
CUST-006415,Male,1,No,No,35.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,88.92,3129.05,6,3,183,46.9,0,1
CUST-006416,Male,0,No,No,58.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),78.52,4540.17,13,5,232,32.3,9,0
CUST-006417,Male,0,Yes,No,16.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),59.41,947.23,5,6,110,128.4,5,0
CUST-006418,Male,0,Yes,Yes,26.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,88.01,2302.91,0,5,220,111.7,12,0
CUST-006419,Female,0,Yes,No,64.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.84,1842.05,5,5,122,206.8,1,0
CUST-006420,Male,1,Yes,Yes,54.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,76.82,4140.12,13,5,271,200.2,13,1
CUST-006421,Female,0,Yes,Yes,59.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),98.76,5848.9,11,2,256,17.6,0,1
CUST-006422,Male,0,Yes,No,39.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,79.17,3112.87,12,4,96,241.4,9,0
CUST-006423,Male,0,No,No,56.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,103.45,5795.67,0,1,155,134.3,0,0
CUST-006424,Female,0,No,Yes,51.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,67.4,3408.35,4,2,126,168.4,17,0
CUST-006425,Female,0,No,No,42.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,69.39,2937.11,4,2,103,252.4,0,0
CUST-006426,Female,0,Yes,No,37.0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),38.96,1400.94,1,6,353,285.4,0,1
CUST-006427,Female,0,No,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,87.49,91.15,10,6,125,201.6,0,1
CUST-006428,Female,0,Yes,No,31.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,38.06,1209.6,14,2,342,94.4,0,0
CUST-006429,Female,0,Yes,No,62.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),80.04,4949.25,7,2,132,214.5,3,0
CUST-006430,Male,1,No,No,36.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),34.83,1267.69,14,3,231,247.2,0,0
CUST-006431,Female,0,Yes,No,56.0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,47.91,2657.02,4,1,213,99.7,0,1
CUST-006432,Female,0,No,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,93.86,5061.19,4,6,176,15.5,13,0
CUST-006433,Male,0,Yes,No,21.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,96.96,2055.24,12,2,164,141.5,1,0
CUST-006434,Male,1,No,No,24.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,97.74,2346.16,12,2,200,115.6,9,0
CUST-006435,Female,0,Yes,No,4.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),102.86,362.21,10,6,314,230.5,23,1
CUST-006436,Male,0,Yes,No,63.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,110.88,6977.28,8,3,9,178.3,0,1
CUST-006437,Female,0,Yes,Yes,32.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.13,770.36,13,2,217,54.1,0,0
CUST-006438,Male,0,Yes,No,28.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,69.18,1933.33,5,2,312,68.9,0,1
CUST-006439,Male,0,No,No,5.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.0,241.8,6,3,121,186.9,0,1
CUST-006440,Male,1,Yes,Yes,58.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),113.34,6522.73,6,6,360,223.0,0,0
CUST-006441,Female,0,No,Yes,19.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,56.86,1065.37,10,5,120,187.4,7,0
CUST-006442,Male,0,No,No,16.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.8,1607.2,4,4,65,124.9,0,0
CUST-006443,Female,0,No,No,34.0,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,52.62,1792.74,2,4,316,210.5,10,0
CUST-006444,Female,0,No,Yes,5.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,107.9,524.21,1,1,111,282.1,3,0
CUST-006445,Male,0,No,No,45.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.11,3700.34,5,4,278,218.8,0,1
CUST-006446,Female,0,Yes,Yes,4.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.47,102.16,9,2,207,262.1,0,1
CUST-006447,Male,0,No,No,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.95,1943.18,9,1,276,288.3,0,0
CUST-006448,Female,0,No,No,31.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.51,702.03,13,3,110,214.4,12,0
CUST-006449,Male,0,Yes,No,26.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,80.07,2091.87,2,5,256,239.0,0,0
CUST-006450,Male,0,Yes,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.16,1807.19,8,6,11,45.1,22,0
CUST-006451,Female,0,Yes,No,24.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),38.16,898.19,2,4,78,258.5,0,0
CUST-006452,Female,1,No,No,68.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),83.06,5659.39,10,5,138,123.7,2,0
CUST-006453,Female,0,No,Yes,37.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.84,2845.84,13,1,79,158.0,0,0
CUST-006454,Female,0,Yes,Yes,53.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,70.24,3723.48,5,2,239,102.4,0,0
CUST-006455,Male,0,No,No,44.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),71.09,3126.81,10,2,198,66.2,0,1
CUST-006456,Male,0,Yes,Yes,3.0,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,81.12,237.82,7,4,349,272.2,5,1
CUST-006457,Male,0,No,No,30.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.37,629.0,7,2,120,290.2,0,0
CUST-006458,Female,0,Yes,No,72.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,81.95,5899.64,6,4,289,204.7,6,0
CUST-006459,Male,1,Yes,Yes,13.0,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.82,721.47,12,5,208,39.6,0,1
CUST-006460,Male,0,No,No,43.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,62.57,2715.73,4,6,66,127.6,21,0
CUST-006461,Male,0,No,No,35.0,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),57.86,2029.9,2,1,69,86.3,10,0
CUST-006462,Male,0,Yes,No,30.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),108.38,3195.47,10,5,115,254.6,0,0
CUST-006463,Male,0,Yes,Yes,29.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),70.4,2066.52,2,2,129,176.3,0,0
CUST-006464,Male,0,Yes,No,45.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,29.29,1345.34,1,6,161,82.0,3,0
CUST-006465,Male,1,Yes,No,3.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.96,80.18,1,5,162,187.5,0,1
CUST-006466,Female,0,No,No,27.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.89,2716.61,0,6,294,200.0,0,0
CUST-006467,Male,0,No,No,38.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.61,807.51,2,1,229,187.3,0,0
CUST-006468,Male,0,No,No,44.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.13,1043.4,14,1,97,183.2,2,1
CUST-006469,Female,0,Yes,Yes,65.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,108.5,7019.41,9,3,219,71.4,0,1
CUST-006470,Male,0,No,No,7.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.84,196.85,13,6,222,54.6,2,0
CUST-006471,Male,0,No,Yes,66.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.62,1978.49,12,3,164,101.3,0,1
CUST-006472,Male,0,No,No,32.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),25.39,800.16,0,1,137,22.1,0,0
CUST-006473,Male,0,Yes,Yes,13.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.91,1021.13,8,5,340,63.0,0,1
CUST-006474,Female,0,No,No,58.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.8,1219.44,3,4,112,290.4,13,0
CUST-006475,Male,0,No,No,43.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,88.14,3830.65,5,1,257,21.7,23,0
CUST-006476,Male,0,No,No,18.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,114.79,2094.45,5,6,109,200.5,0,0
CUST-006477,Male,0,No,No,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.57,1996.31,13,1,359,128.8,5,0
CUST-006478,Male,1,Yes,No,18.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,104.3,1875.28,13,5,35,61.8,0,0
CUST-006479,Female,0,No,No,8.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,94.39,756.19,3,5,136,184.4,0,0
CUST-006480,Male,1,Yes,No,16.0,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,36.74,587.16,5,2,112,142.7,0,1
CUST-006481,Female,0,Yes,No,69.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.26,2013.5,1,6,228,263.5,17,0
CUST-006482,Female,0,Yes,No,28.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.13,578.91,10,1,116,159.4,0,1
CUST-006483,Female,0,No,No,29.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.94,766.41,10,2,192,53.7,1,0
CUST-006484,Female,0,Yes,Yes,53.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.06,1248.1,14,6,124,226.8,0,0
CUST-006485,Female,0,Yes,Yes,68.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,63.29,4320.63,3,3,323,296.6,17,0
CUST-006486,Female,0,Yes,Yes,20.0,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,77.97,1549.53,12,5,37,248.3,22,0
CUST-006487,Female,1,No,No,8.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,32.78,272.17,4,5,204,78.5,0,1
CUST-006488,Male,1,Yes,No,32.0,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,54.67,1734.57,11,5,194,91.2,11,1
CUST-006489,Male,0,No,Yes,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.16,1629.69,10,6,321,20.7,1,0
CUST-006490,Male,0,Yes,Yes,33.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),46.14,1551.83,9,5,308,139.6,6,0
CUST-006491,Female,0,No,Yes,41.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,101.59,4185.04,12,3,358,115.9,0,1
CUST-006492,Female,0,No,No,35.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.89,829.65,10,1,235,236.4,0,1
CUST-006493,Male,0,Yes,Yes,54.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.29,1299.01,12,6,239,23.8,0,0
CUST-006494,Male,0,No,No,32.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,70.47,2288.0,5,2,338,88.7,4,1
CUST-006495,Male,0,Yes,No,3.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.22,183.33,8,6,138,43.4,0,1
CUST-006496,Female,0,No,No,5.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),82.61,384.17,0,3,79,118.3,0,0
CUST-006497,Female,0,No,No,11.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),80.35,857.03,7,2,233,123.5,20,0
CUST-006498,Female,1,No,No,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.64,1013.86,2,2,294,128.7,6,0
CUST-006499,Male,0,Yes,No,29.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.57,2444.24,8,1,75,268.7,0,1
CUST-006500,Male,0,Yes,No,23.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,72.74,1707.3,0,6,20,150.6,0,0
CUST-006501,Male,0,No,No,40.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),113.55,4547.27,12,4,45,191.6,0,0
CUST-006502,Female,0,Yes,No,60.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.06,6740.23,4,2,361,72.0,0,0
CUST-006503,Female,0,No,No,4.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.34,105.46,10,2,43,74.0,0,1
CUST-006504,Female,0,Yes,Yes,3.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,43.88,98.39,6,5,121,239.8,0,0
CUST-006505,Male,1,Yes,No,61.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.99,4684.91,5,2,281,30.5,0,1
CUST-006506,Male,0,No,No,28.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,87.33,2453.94,9,5,167,277.3,24,0
CUST-006507,Female,0,No,No,65.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),114.51,7454.88,9,4,166,288.6,0,0
CUST-006508,Male,0,Yes,No,16.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,79.09,1243.88,0,1,45,19.6,0,1
CUST-006509,Female,1,No,No,39.0,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,82.65,3237.4,12,5,277,81.6,0,1
CUST-006510,Male,0,No,No,36.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,109.87,3971.51,14,1,71,13.8,21,0
CUST-006511,Male,0,Yes,No,4.0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,48.94,200.39,11,3,113,128.1,0,1
CUST-006512,Female,1,Yes,No,20.0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.16,1496.56,11,4,132,241.7,0,0
CUST-006513,Male,0,No,No,72.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.05,4042.64,5,6,237,72.0,0,1
CUST-006514,Male,0,Yes,No,26.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.19,1288.84,5,4,200,134.4,0,0
CUST-006515,Female,0,Yes,No,18.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,114.3,2053.01,0,1,84,48.7,0,0
CUST-006516,Male,0,No,Yes,6.0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,47.5,270.03,14,4,347,54.4,1,0
CUST-006517,Male,1,No,No,72.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,35.34,2540.37,12,5,294,83.3,0,1
CUST-006518,Female,0,Yes,Yes,10.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.86,275.28,9,5,89,122.4,11,0
CUST-006519,Male,0,Yes,No,5.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.0,332.79,3,3,113,41.9,0,1
CUST-006520,Male,0,No,No,19.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.88,525.66,13,2,302,43.4,5,0
CUST-006521,Male,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,76.94,138.81,8,1,88,51.4,13,1
CUST-006522,Male,0,No,No,49.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,65.32,3170.65,3,4,112,208.4,0,0
CUST-006523,Male,1,No,No,65.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),76.46,4969.1,3,5,69,168.8,18,0
CUST-006524,Female,0,No,No,26.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,89.53,2280.54,8,3,348,260.6,0,0
CUST-006525,Male,1,No,Yes,41.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,35.14,1448.73,14,3,145,191.4,7,0
CUST-006526,Male,0,No,Yes,37.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.15,2403.69,5,3,281,273.2,0,0
CUST-006527,Male,0,Yes,Yes,20.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,27.31,550.05,7,1,84,191.5,23,0
CUST-006528,Male,0,Yes,No,4.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,70.19,303.49,12,6,86,248.9,0,0
CUST-006529,Female,0,Yes,No,53.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.27,3846.0,13,1,197,141.6,0,1
CUST-006530,Male,0,Yes,Yes,53.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,47.0,2466.68,6,2,140,205.0,0,1
CUST-006531,Male,0,No,No,12.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.87,891.84,8,2,293,281.8,0,1
CUST-006532,Male,0,No,No,43.0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,58.93,2517.36,8,1,226,17.7,10,0
CUST-006533,Male,0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,91.82,146.59,6,1,310,15.9,10,1
CUST-006534,Male,0,Yes,No,57.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,33.86,1895.02,2,5,243,109.2,0,0
CUST-006535,Female,0,No,No,69.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),98.1,6762.67,7,6,142,204.7,11,0
CUST-006536,Female,0,Yes,Yes,1.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),79.67,101.71,11,5,273,68.8,0,1
CUST-006537,Male,0,Yes,No,30.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),79.18,2373.69,6,4,340,165.0,7,0
CUST-006538,Female,0,Yes,No,50.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,42.82,2135.44,0,5,18,166.5,0,0
CUST-006539,Male,0,Yes,No,43.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,32.61,1430.28,7,4,274,127.5,0,1
CUST-006540,Male,0,No,Yes,52.0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),69.29,3567.79,14,1,10,143.1,0,1
CUST-006541,Female,1,Yes,No,18.0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.05,1307.08,8,1,122,155.2,0,0
CUST-006542,Female,0,Yes,No,27.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,108.46,2913.36,5,1,211,282.2,5,0
CUST-006543,Male,0,Yes,No,20.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),89.74,1799.21,14,2,315,227.6,8,0
CUST-006544,Female,1,No,Yes,53.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.7,5147.27,0,2,255,173.7,0,0
CUST-006545,Male,0,Yes,No,4.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.17,88.84,11,4,47,229.6,0,0
CUST-006546,Female,0,Yes,No,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.88,1999.54,2,1,292,294.4,0,0
CUST-006547,Female,0,Yes,No,51.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,42.04,2165.19,11,4,200,111.1,7,0
CUST-006548,Female,0,Yes,No,20.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.7,1561.97,7,2,209,280.7,0,1
CUST-006549,Female,0,No,No,6.0,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,28.35,184.95,12,5,181,280.1,9,0
CUST-006550,Female,0,Yes,No,25.0,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,102.27,2545.23,14,2,121,78.2,12,1
CUST-006551,Female,0,Yes,No,11.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.08,976.67,2,5,285,291.6,0,1
CUST-006552,Female,1,Yes,No,5.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),71.98,356.17,6,1,277,231.4,6,0
CUST-006553,Male,0,Yes,No,29.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,82.72,2388.24,4,6,26,182.3,0,0
CUST-006554,Male,0,Yes,No,57.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,95.73,5459.87,6,4,45,112.9,10,1
CUST-006555,Male,0,Yes,Yes,72.0,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.4,3940.75,11,1,168,270.4,0,0
CUST-006556,Female,0,No,No,53.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,98.52,5212.83,6,2,311,190.1,0,0
CUST-006557,Male,0,No,No,27.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.08,694.13,5,3,230,209.1,0,0
CUST-006558,Male,1,Yes,No,11.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,83.36,940.57,3,5,183,174.1,2,1
CUST-006559,Female,0,Yes,No,63.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.67,3316.12,10,5,152,299.8,0,0
CUST-006560,Male,0,Yes,No,59.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),94.37,5560.73,2,2,308,151.0,18,0
